Student1 Roll No,Student1 Allotted Course,Student2 Roll No,Student2 Allotted Course,
XM17HKJC,TJTDRY$outside,SC16UDQW,TJPIKQ$outside
XM17MVRN,TJTDRY$outside,SC16UDQW,TJPIKQ$outside
XM17SZXY,TJTDRY$outside,SC16UDQW,TJPIKQ$outside
XM17KYKP,TJTDRY$outside,SC16UDQW,TJPIKQ$outside
XM17MDBT,TJTDRY$outside,SC16UDQW,TJPIKQ$outside
XM17RUVQ,TJTDRY$outside,SC16UDQW,TJPIKQ$outside
