Course ID, Total Capacity, Allotted Capacity, Students Allotted
GZFWOW$inside,0,0
GZFWOW$outside,0,0
GZLTBR$inside,0,0
GZLTBR$outside,0,0
GZQJRC$inside,0,0
GZQJRC$outside,0,0
GZBEDR$inside,0,0
GZBEDR$outside,0,0
GZEBQY$inside,0,0
GZEBQY$outside,20,6,VL15YHXT,XM17XFZR,FO15FPIF,FO15CEXB,FO15GCIV,FO15VJID
GZSFJX$inside,0,0
GZSFJX$outside,20,5,KJ15GJSE,UF15RGTE,OZ15YGIZ,FO15XOPN,FO15VJID
GZUNOC$inside,0,0
GZUNOC$outside,20,1,UF15XQXW
GZKBQC$inside,0,0
GZKBQC$outside,20,2,UF15HINI,UF15EXZR
GZXPIF$inside,0,0
GZXPIF$outside,20,0
GZZSOA$inside,0,0
GZZSOA$outside,20,1,BJ15YNOK
GZPBPV$inside,0,0
GZPBPV$outside,20,4,FO16NMGJ,FO16VYVO,FO16UWHY,FO16HXGF
GZMFCA$inside,0,0
GZMFCA$outside,20,6,KJ15EWBK,VL15YHXT,BJ15CXKG,UF15HOPF,UF15QTBK,UF15OSSW
GZLKZQ$inside,0,0
GZLKZQ$outside,20,1,SF16YPAF
GZWFWK$inside,0,0
GZWFWK$outside,20,1,FO16IJCQ
GZSXZC$inside,0,0
GZSXZC$outside,20,11,KJ16GRIC,LF16DIXP,LF16RRXU,UF16WYVQ,FO15KHIS,SC15IRQS,SC15DBEA,SC15QHTI,SC15IGQJ,SC15DZVU,SC15BVUW
GZZCOH$inside,0,0
GZZCOH$outside,20,3,UF16HXDU,UF16AEXM,FO16GHOK
GZUYOL$inside,0,0
GZUYOL$outside,15,1,FO15VLIV
GZVZNT$inside,0,0
GZVZNT$outside,20,1,SC15CHMG
GZAEHU$inside,0,0
GZAEHU$outside,25,0
GZDPDH$inside,0,0
GZDPDH$outside,25,10,BJ15FZNI,DS15RWNB,DS15IZZH,DS15AMCX,FO15OUKA,FO15INOW,FO15FBAF,FO15FCHA,SC15CHMG,SC15NZMY
GZBZIF$inside,0,0
GZBZIF$outside,20,2,KJ15YMKL,SC15FWAG
GZNRAM$inside,0,0
GZNRAM$outside,20,5,KJ15EWGA,KJ15NOFI,KJ15YFBZ,FO15VIJL,SC15CHMG
GZVTZP$inside,0,0
GZVTZP$outside,25,0
GZLHOP$inside,0,0
GZLHOP$outside,25,1,SC15CHMG
GZHQDV$inside,0,0
GZHQDV$outside,20,13,KJ15TGKJ,VL15YHXT,VL15IMPC,BJ15CXKG,XM16YQBI,UF15ABJL,UF15EXZR,UF15RGTE,UF15EXMF,UF16FKRU,UF16KNJO,UF16AEXM,FO15AEOB
