CourseNo,DepartmentCode,MaxOverall2rength,MinOtherBranch2rength,AllocationType,Credit,Slot,Additional Slot,
XMCDUN,XM,10,0,3,12,ZA,
XMNXYO,XM,40,10,3,12,ZN,
XMIHEO,XM,40,10,3,12,GY,
XMJVQT,XM,17,5,3,12,ZA,
XMOTTJ,XM,40,10,3,12,SX,
XMCRTZ,XM,30,10,3,12,GY,
XMIOPG,XM,40,10,3,12,ZN,
XMFOYC,XM,15,5,3,12,GI,
XMIUBV,XM,40,10,3,12,EZ,
XMHIYP,XM,45,30,3,12,MT,
UVGNER,UV,350,50,1,10,UR,
UVHSNY,UV,350,50,1,3,QP,
UVQTBX,UV,350,50,1,3,WG,
UVSPCS,UV,350,50,1,3,IN,
UVLJJL,UV,350,50,1,3,GG,
UVEMFW,UV,350,50,1,3,HU,
UVZVEQ,UV,350,50,1,3,FG,
UFCOVX,UF,65,5,1,9,EZ,QP,
UFKRXK,UF,65,5,1,9,IN,
UFIOKO,UF,65,5,1,6,GY,EU,
UFEENI,UF,30,5,1,9,QP,
UFXJYO,UF,35,5,1,9,QP,
UFVVDY,UF,70,10,1,15,UN,KV,
UFKLME,UF,65,5,1,6,JD,
UFFIIQ,UF,65,5,1,13,BV,JX,
UFSCDM,UF,130,10,1,9,SX,
UFHHKK,UF,65,5,1,9,UN,
UFNVKH,UF,35,5,1,9,UN,
UFWLTQ,UF,45,5,1,9,ZN,
UFCYEE,UF,25,5,1,12,BV,
UFWNVF,UF,55,5,1,12,UN,
UFPTWD,UF,65,5,1,10,SX,KV,
UFLGFI,UF,35,5,1,9,YG,
UFYBGB,UF,130,10,1,9,EZ,EU,
UFQSNO,UF,35,5,1,15,JD,JX,
UFWJYW,UF,35,5,1,0,YC,
UFZHWK,UF,35,5,1,9,GY,
UFKOQL,UF,50,15,1,9,MT,
UFBHOZ,UF,45,5,1,9,GY,
UFNLAM,UF,45,5,1,9,LN,
UFCTFV,UF,35,5,1,9,YG,
UFTNJM,UF,60,0,1,2,ON,
UFTEBU,UF,35,5,1,9,BV,
UFHRZF,UF,40,20,1,9,SX,
UFRHNN,UF,40,25,1,9,LN,
SFXKJX,SF,1,0,2,10,SX,
SFFVDS,SF,1,0,2,12,GY,IN,CW
SFRZPA,SF,40,0,2,12,GY,IN,CW
SFHHOS,SF,90,0,2,12,BV,
SFZGMF,SF,5,5,2,11,UN,JH,
SFIPIU,SF,5,5,2,12,BV,JX,CX
SFFWGR,SF,10,0,2,10,JD,
SFONDZ,SF,90,0,2,10,SX,
SFWXAU,SF,90,0,2,10,EZ,
SFLORS,SF,5,5,2,11,JD,
SFABDD,SF,90,0,2,10,UN,
SFAGUB,SF,1,0,2,8,GY,KV,
SFZOYV,SF,1,0,2,8,GY,EU,
SFMUVI,SF,60,60,2,9,YG,
SFFVZI,SF,90,0,2,10,EZ,
SFHERQ,SF,60,0,2,10,BV,
SFQBNI,SF,60,0,2,9,JH,
SFNWEV,SF,15,0,2,12,JD,EU,
SFGHQR,SF,35,0,2,6,EU,
SFVHKO,SF,20,20,2,12,SX,KV,
SFUMNS,SF,18,5,2,12,ZN,
SFXJNT,SF,20,0,2,12,GI,
SFXEQR,SF,40,0,2,12,UN,
SFXELK,SF,20,0,2,9,SX,
SFKQFL,SF,20,0,2,9,YG,
SFKFKY,SF,20,10,2,9,UN,
SFEINB,SF,20,10,2,9,GY,
SFWTCL,SF,40,0,2,12,YG,
SFJWPE,SF,20,0,2,12,BV,
SFQUOG,SF,20,0,2,12,GY,
SFDPPJ,SF,20,0,2,9,UN,
SFISHJ,SF,20,0,2,9,SX,
SFPWTA,SF,10,0,2,12,JD,
SFHPQZ,SF,30,0,2,12,EZ,
SFRDII,SF,20,10,2,12,UN,
SFHZQC,SF,10,0,2,9,BV,
SFKJIH,SF,20,0,2,12,JD,
SFAEYS,SF,20,0,2,12,GY,
OZHIBQ,EI,0,0,1,4,KV,
OZNRWU,EI,25,10,1,9,SX,
OZBEMK,EI,0,0,1,9,YG,
OZVQHD,EI,10,10,1,10,BV,
OZBJIT,EI,0,0,1,9,JD,
OZGKGW,EI,0,0,1,9,UN,
OZSOMQ,SF,30,0,2,10,SX,
OZBUGM,EI,0,0,1,6,JX,
OZJMPI,EI,0,0,1,1,YC,
OZSPYX,EI,0,0,1,3,RF,
QQFCSM,GZ,0,0,3,0,HB,
QQELSA,LF,50,50,3,9,JX,
QQAJZJ,GZ,300,300,3,9,YK,
QQIBYU,GZ,50,50,3,9,YK,
QQDNHA,GZ,300,300,3,9,YK,
DNMIGT,DN,111,65,3,9,GY,
DNDIKQ,DN,66,20,3,9,GY,
DNNSOC,DN,60,60,2,9,JD,
DNJEXJ,DN,60,60,2,9,JD,
DNMHEO,DN,120,120,2,9,GY,
DNMUOQ,DN,0,0,2,9,GY,
DNPUEO,DN,120,120,2,9,GY,
DNITCO,DN,120,120,2,9,GY,
DNSVRR,DN,60,60,3,9,JD,
DNWTSM,DN,50,30,2,9,JD,
DNYMGM,DN,225,0,2,0,CX,
DNGKDP,DN,60,60,2,9,JD,
DNTXOD,DN,60,60,2,9,JD,
DNNRZI,DN,60,60,2,9,JD,
DNKXCW,DN,60,60,2,9,JD,
DNRPKM,DN,60,60,2,9,GY,
DNHKAQ,DN,60,60,2,9,JD,
DNIMNG,DN,60,60,2,9,JD,
DNUBYC,DN,60,60,2,9,GY,
DNIFQF,DN,60,60,2,9,JD,
DNVUSE,DN,60,60,2,9,GY,
DNXTXO,DN,60,60,2,9,JD,
DNOENI,DN,60,60,2,9,JD,
DNJNPL,DN,35,35,2,9,GY,
DNKCVN,DN,60,60,2,9,GY,
DNPELC,DN,60,60,2,9,JD,
TCGMPL,DS,0,0,1,0,JD,
TCAYCF,GZ,0,0,3,9,RF,
TCAYCF,SF,20,0,2,9,RF,
TCPHOV,FO,100,30,2,10,YG,
TCJTUZ,FO,25,10,1,9,YG,
TCPMBP,UF,35,35,1,12,SX,
TCLOKA,LT,50,20,3,9,LN,
TCTMHY,FO,30,15,1,9,GY,
TCKVIG,LT,50,20,3,9,JH,
TCTTOY,GZ,20,20,2,9,JD,
TCGSZI,LT,50,20,3,9,GY,
MUFQPM,FO,170,0,1,1,YC,
DDYQNY,DD,0,0,1,10,BV,
DDWJGG,DD,70,70,2,9,EZ,
DDBVFC,DD,420,420,2,9,EZ,
DDVQGR,DD,140,140,2,9,EZ,
DDHMRB,DD,140,140,2,9,EZ,
DDKVSX,DD,140,140,2,9,EZ,
DDZAVC,DD,5,5,1,9,JD,
DDPNZK,DD,5,5,1,9,GY,
DDUPUE,DD,5,5,1,12,SX,
DDPTBQ,DD,5,5,1,9,UN,
DDHNJG,DD,5,5,1,12,YG,
DDEFUC,DD,5,5,1,12,JD,
DDUPML,DD,5,5,1,9,BV,
DDTUNP,DD,5,5,1,9,EZ,
DDSKTM,DD,5,5,1,9,YG,
DDAWSL,DD,5,5,1,12,UN,
DDKKPI,DD,5,5,1,9,SX,
DDONNA,DD,5,5,1,9,GI,
DDCVOF,DD,5,5,1,9,UN,
DDWWDC,DD,5,5,1,10,JX,
DDVAPV,DD,5,5,1,9,JD,
DDXIXA,DD,5,5,1,7,KV,
DDNATV,DD,60,60,1,9,GY,
DDUUCC,DD,5,5,1,12,BV,
DDETJV,DD,5,5,1,9,EZ,
DDWPAX,DD,5,5,1,9,JD,
DDAWQZ,DD,5,5,1,9,EZ,
DDRPNG,DD,5,5,1,9,GI,
DDJPLV,DD,5,5,1,9,YG,
FOJDYG,FO,350,0,1,10,EZ,
FOBASL,FO,250,250,1,7,UN,
FOBLIE,FO,250,250,1,7,GY,
FOBJEU,FO,250,250,1,7,QP,
FOLKPB,FO,250,250,1,7,HU,
FOBACS,FO,250,250,1,7,CW,
FOKYSQ,FO,175,5,1,10,BV,
FOONSQ,FO,170,0,1,10,UN,
FODBYQ,FO,165,0,1,10,BV,
FOAJAL,FO,10,10,1,9,JD,
FOXAXG,FO,200,40,1,9,GY,
FOXJPG,FO,275,20,1,10,GY,
FOHMYY,FO,70,0,1,9,YG,
FOIILW,FO,170,0,1,10,EZ,
FOUAAY,FO,175,0,1,7,IN
FODPTO,FO,175,0,1,7,CW
FOYZXW,FO,175,0,1,3,KV,CX
FOUBDO,FO,170,0,1,9,RF,
FOLXGE,FO,30,0,1,9,YG,
FOQDCN,FO,80,0,1,9,EZ,
FOYULI,FO,65,0,1,10,UN,
FOGTEV,FO,200,0,1,10,SX,
FOPOAC,FO,60,5,1,9,GY,
FOSMGN,FO,30,0,1,9,JD,
FOGFBQ,FO,30,0,2,9,BV,
FOHNNN,FO,70,10,1,10,EZ,
FOUVQA,FO,30,30,1,9,UN,
FOTLDC,FO,70,0,1,9,UN,
FOXZKV,FO,65,5,1,9,SX,
FONHWG,FO,30,0,1,3,JX,
FOLENU,FO,60,0,1,9,JD,
FORUPH,FO,44,0,1,9,BV,
FOPHSH,FO,120,0,1,9,GY,
FODNVU,FO,40,0,1,9,SX,
FOMEQT,FO,84,0,1,9,YG,
FOLREM,FO,30,0,1,9,GY,
FOXZDS,FO,60,0,1,9,GY,
FOHOGN,FO,20,10,1,9,YG,
FOVNGU,FO,30,10,1,9,GY,
FONRZO,FO,50,0,1,9,JD,
FOVJZH,FO,30,10,1,9,YG,
FOUVSH,FO,100,0,1,9,YG,
FOEEKR,FO,44,0,1,9,SX,
FOIXVA,FO,30,0,1,9,YG,
FOCRJC,FO,35,0,1,9,UN,
FODDBY,FO,25,0,1,6,LN,
FOTRVE,FO,40,10,1,9,JD,
FOTTRL,FO,30,0,1,9,ZN,
LTVPDP,LT,50,20,3,12,UN,
LTLVQE,LT,50,20,3,9,BV,
LTSWCB,LT,60,20,3,10,JD,
LTZGXN,LT,50,20,3,12,UN,
LTXNNC,LT,50,20,3,9,EZ,
LTAEPG,LT,50,20,3,5,CX,
LTDEFE,LT,50,20,3,9,BV,
LTFTIP,LT,50,20,3,12,SX,
LTBJJP,LT,50,20,3,5,CX,
LTTSGK,LT,50,20,3,9,EZ,
LTFJBG,LT,50,20,3,10,GY,
LTSJRD,LT,50,20,3,9,RF,
LTDONA,LT,50,20,3,9,ZN,
LTTXIX,LT,50,20,3,9,EZ,
LTLQBM,LT,50,20,3,9,GI,
LTXADY,LT,50,20,3,9,MT,
LTOEGZ,LT,50,20,3,9,JD,
LTXKVS,LT,50,20,3,9,MT,
LTUUST,LT,50,20,3,9,GI,
LTHBIQ,LT,50,20,3,9,YG,
LTOQXL,LT,50,20,3,9,UN,
LTFEXZ,LT,50,20,3,3,CX,
LTSSRJ,LT,50,20,3,9,YG,
LTELVQ,LT,50,20,3,9,MT,
LTZNJM,LT,50,20,3,9,SX,
LTFTHE,LT,50,20,3,9,LN,
LTBJGD,LT,50,20,3,9,YG,
TJPIKQ,TJ,140,140,3,9,YG,
TJPYYJ,TJ,60,60,3,9,SX,
TJGDMF,TJ,180,180,3,9,SX,
TJZMSI,TJ,60,60,3,9,SX,
TJCKDJ,TJ,60,60,3,9,SX,
TJYMUE,TJ,60,60,3,9,JD,
TJTDRY,TJ,66,36,3,12,SX,
TJSHXI,TJ,60,60,3,12,SX,
TJNLID,TJ,60,60,3,6,LJ,
GPWWGZ,FO,30,10,1,9,EU,
FEDQRJ,FE,0,0,1,10,KV,JX,EU
FECDOL,FE,0,0,1,2,CX,
FEAUHT,FE,0,0,1,10,BV,
FETOJT,FE,0,0,1,10,EZ,
FEFRCD,FE,0,0,1,11,UN,
FEDFCP,FE,0,0,1,10,JD,
FEZIQS,FE,25,0,1,9,SX,
FEKWOC,FE,35,0,1,9,RF,
FEUYCV,FE,25,10,1,10,JD,
FETJJH,FE,25,10,1,9,EZ,
FECCLT,FE,25,10,1,9,UN,
FEQICB,FE,25,10,1,9,BV,
FEPKBQ,FE,25,10,1,9,UN,
FEHMFL,FE,50,20,1,9,GY,
FEXZZA,FE,25,10,1,9,GY,
FEDVXC,FE,50,20,1,9,SX,
FEHBHY,FE,25,10,1,10,BV,
FEWVUI,FE,25,10,1,11,YG,
FEONDQ,FE,25,10,1,9,GY,
UMWYKO,FE,50,20,1,10,EZ,
UMILKE,FE,25,10,1,10,JD,
UMWORX,FE,50,20,1,10,BV,
UMUHNV,FE,25,10,1,9,YG,
EILQSV,EI,0,0,1,10,JD,
EIQRRT,EI,0,0,1,10,YG,
EIQDLC,EI,0,0,1,4,QP,
EIJEXQ,EI,0,0,1,4,WG,
EIUWRP,EI,0,0,1,4,IN,
EIVMDF,EI,0,0,1,4,GG,
EIXGPF,EI,0,0,1,4,HU,
EIIVIG,EI,0,0,1,4,FG,
EIGGWI,EI,0,0,1,4,CW,
EIANIO,EI,0,0,1,4,DC,
EIWPID,EI,0,0,1,4,HB,
EIQABH,EI,0,0,1,4,ML,
EIGHRZ,EI,0,0,1,10,SX,
EIVDBE,EI,0,0,1,9,KV,JX,
EIDQAB,EI,0,0,1,9,JH,
EIYFHW,EI,30,30,1,9,JD,
EIDIZF,EI,25,25,1,9,YG,
EIFNLW,EI,0,0,1,10,JD,
EIFMZA,EI,0,0,1,9,GY,
EIQMAM,EI,0,0,1,9,UN,
EITHBV,EI,0,0,1,12,EU,CX,JH,
EITUNL,EI,0,0,1,10,EZ,
EIZDZH,EI,10,0,1,9,SX,
EIFJIB,EI,10,0,1,9,BV,
EIJCRU,EI,10,0,1,9,JD,
EIKOVQ,EI,0,0,1,11,KV,JX,EU,
EIDJCJ,EI,0,0,1,10,EZ,
EIXVMK,EI,10,10,1,9,SX,
EIUVHF,EI,30,30,1,9,YG,
EIKSDA,EI,20,20,1,9,SX,
XMAUVI,XM,10,10,3,16,UN,KV,
XMJNTV,XM,10,10,3,13,JD,JH,
