RollNo,CourseNo,ColorGroup,Type,SortOrder
SF17OIRE,DDVQGR,3,ELEC,2
SF17OIRE,DDHMRB,3,ELEC,1
SF17OIRE,DDKVSX,3,ELEC,3
SF17VRNZ,SFZGMF,NULL,CORE,NULL
SF17VRNZ,SFIPIU,NULL,CORE,NULL
SF17VRNZ,SFFWGR,NULL,CORE,NULL
SF17VRNZ,DNMIGT,1,ELEC,3
SF17VRNZ,DNDIKQ,1,ELEC,2
SF17VRNZ,DNRPKM,1,ELEC,4
SF17VRNZ,DNUBYC,1,ELEC,5
SF17VRNZ,DNOENI,10,ELEC,50
SF17VRNZ,DDVQGR,3,ELEC,7
SF17VRNZ,DDHMRB,3,ELEC,8
SF17CKQX,SFZGMF,NULL,CORE,NULL
SF17CKQX,SFIPIU,NULL,CORE,NULL
SF17CKQX,SFFWGR,NULL,CORE,NULL
SF17CKQX,DNMIGT,4,ELEC,3
SF17CKQX,DNITCO,4,ELEC,5
SF17CKQX,DNMHEO,4,ELEC,6
SF17CKQX,DNPUEO,4,ELEC,7
SF17CKQX,DDWJGG,2,ELEC,1
SF17CKQX,DDKVSX,2,ELEC,4
SF17JWKC,SFZGMF,NULL,CORE,NULL
SF17JWKC,SFIPIU,NULL,CORE,NULL
SF17JWKC,SFFWGR,NULL,CORE,NULL
SF17JWKC,DNMIGT,2,ELEC,5
SF17JWKC,DNDIKQ,2,ELEC,4
SF17JWKC,DNUBYC,2,ELEC,6
SF17JWKC,DNKCVN,2,ELEC,7
SF17JWKC,DDVQGR,1,ELEC,2
SF17JWKC,DDHMRB,1,ELEC,3
SF17YVLO,SFZGMF,NULL,CORE,NULL
SF17YVLO,SFIPIU,NULL,CORE,NULL
SF17YVLO,DNITCO,4,ELEC,3
SF17YVLO,DNMHEO,4,ELEC,7
SF17YVLO,DNPUEO,4,ELEC,5
SF17YVLO,DDBVFC,2,ELEC,6
SF17YVLO,DDVQGR,2,ELEC,1
SF17YVLO,DDHMRB,2,ELEC,4
SF17YVLO,EIDIZF,5,ELEC,2
SF17YIQU,SFZGMF,NULL,CORE,NULL
SF17YIQU,SFIPIU,NULL,CORE,NULL
SF17YIQU,SFFWGR,NULL,CORE,NULL
SF17YIQU,DNUBYC,1,ELEC,2
SF17YIQU,DDVQGR,2,ELEC,3
SF17YIQU,DDHMRB,2,ELEC,1
SF17YIQU,DDSKTM,1,ELEC,4
SF17YIQU,TJPIKQ,2,ELEC,7
SF17YIQU,TJGDMF,3,ELEC,5
SF17YIQU,TJTDRY,3,ELEC,6
SF17VAJA,PGRAQF,3,ELEC,14
SF17VAJA,SFZGMF,NULL,CORE,NULL
SF17VAJA,SFIPIU,NULL,CORE,NULL
SF17VAJA,SFFWGR,NULL,CORE,NULL
SF17VAJA,SFQBNI,3,ELEC,6
SF17VAJA,OZSOMQ,3,ELEC,7
SF17VAJA,DNMIGT,1,ELEC,3
SF17VAJA,DNDIKQ,1,ELEC,4
SF17VAJA,DNUBYC,1,ELEC,1
SF17VAJA,DNKCVN,1,ELEC,2
SF17VAJA,DDBVFC,5,ELEC,9
SF17VAJA,DDVQGR,5,ELEC,8
SF17VAJA,DDHMRB,5,ELEC,10
SF17VAJA,DDKVSX,5,ELEC,11
SF17VAJA,TJGDMF,3,ELEC,13
SF17VAJA,TJZMSI,3,ELEC,12
SF17JIBE,SFZGMF,NULL,CORE,NULL
SF17JIBE,SFIPIU,NULL,CORE,NULL
SF17JIBE,SFFWGR,NULL,CORE,NULL
SF17JIBE,DNUBYC,1,ELEC,2
SF17JIBE,DNVUSE,1,ELEC,6
SF17JIBE,DNOENI,10,ELEC,50
SF17JIBE,DDVQGR,4,ELEC,3
SF17JIBE,DDHMRB,4,ELEC,1
SF17JIBE,DDKVSX,4,ELEC,7
SF17JIBE,TJGDMF,3,ELEC,4
SF17VVUQ,PGMRBA,NULL,CORE,NULL
SF17VVUQ,SFZGMF,NULL,CORE,NULL
SF17VVUQ,SFIPIU,NULL,CORE,NULL
SF17VVUQ,SFFWGR,NULL,CORE,NULL
SF17VVUQ,DNMIGT,1,ELEC,6
SF17VVUQ,DNDIKQ,1,ELEC,7
SF17VVUQ,DNUBYC,1,ELEC,8
SF17VVUQ,DNOENI,10,ELEC,50
SF17VVUQ,DDWJGG,3,ELEC,4
SF17VVUQ,DDVQGR,3,ELEC,2
SF17VVUQ,DDHMRB,3,ELEC,1
SF17VVUQ,DDKVSX,3,ELEC,3
SF17WCBF,SFZGMF,NULL,CORE,NULL
SF17WCBF,SFIPIU,NULL,CORE,NULL
SF17WCBF,SFFWGR,NULL,CORE,NULL
SF17WCBF,DNUBYC,1,ELEC,7
SF17WCBF,DDBVFC,2,ELEC,2
SF17WCBF,DDVQGR,2,ELEC,1
SF17WCBF,DDHMRB,2,ELEC,3
SF17WCBF,TJPIKQ,4,ELEC,6
SF17WCBF,TJTDRY,2,ELEC,4
SF17WCBF,EIDIZF,4,ELEC,5
SF17AVJM,SFZGMF,NULL,CORE,NULL
SF17AVJM,SFIPIU,NULL,CORE,NULL
SF17AVJM,DNMIGT,5,ELEC,2
SF17AVJM,DNUBYC,5,ELEC,6
SF17AVJM,DNVUSE,5,ELEC,7
SF17AVJM,DDWJGG,2,ELEC,4
SF17AVJM,DDBVFC,2,ELEC,5
SF17AVJM,DDVQGR,2,ELEC,1
SF17AVJM,DDHMRB,2,ELEC,3
SF17AVJM,DDKVSX,2,ELEC,8
SF17GCOB,SFZGMF,NULL,CORE,NULL
SF17GCOB,SFIPIU,NULL,CORE,NULL
SF17GCOB,SFFWGR,NULL,CORE,NULL
SF17GCOB,DNMIGT,2,ELEC,4
SF17GCOB,DNDIKQ,2,ELEC,3
SF17GCOB,DNUBYC,2,ELEC,2
SF17GCOB,DDWJGG,4,ELEC,7
SF17GCOB,DDBVFC,4,ELEC,8
SF17GCOB,DDVQGR,4,ELEC,6
SF17GCOB,DDHMRB,4,ELEC,5
SF17GCOB,TJGDMF,3,ELEC,9
SF17KTFJ,SFZGMF,NULL,CORE,NULL
SF17KTFJ,SFIPIU,NULL,CORE,NULL
SF17KTFJ,SFFWGR,NULL,CORE,NULL
SF17KTFJ,DNMIGT,0,ELEC,10
SF17KTFJ,DNDIKQ,0,ELEC,9
SF17KTFJ,DNITCO,0,ELEC,7
SF17KTFJ,DNMHEO,0,ELEC,6
SF17KTFJ,DNPUEO,0,ELEC,8
SF17KTFJ,DNRPKM,0,ELEC,13
SF17KTFJ,DNOENI,10,ELEC,50
SF17KTFJ,DNKCVN,0,ELEC,12
SF17KTFJ,DDWJGG,0,ELEC,3
SF17KTFJ,DDBVFC,0,ELEC,5
SF17KTFJ,DDVQGR,0,ELEC,4
SF17KTFJ,DDHMRB,0,ELEC,2
SF17WYZR,SFZGMF,NULL,CORE,NULL
SF17WYZR,SFIPIU,NULL,CORE,NULL
SF17WYZR,SFFWGR,NULL,CORE,NULL
SF17WYZR,DNMIGT,0,ELEC,7
SF17WYZR,DNDIKQ,0,ELEC,6
SF17WYZR,DNITCO,0,ELEC,8
SF17WYZR,DNMHEO,0,ELEC,9
SF17WYZR,DNPUEO,0,ELEC,10
SF17WYZR,DNRPKM,0,ELEC,11
SF17WYZR,DNOENI,10,ELEC,50
SF17WYZR,DNKCVN,0,ELEC,12
SF17WYZR,DDWJGG,0,ELEC,3
SF17WYZR,DDBVFC,0,ELEC,5
SF17WYZR,DDVQGR,0,ELEC,4
SF17WYZR,DDHMRB,0,ELEC,2
SF17XIJR,SFZGMF,NULL,CORE,NULL
SF17XIJR,SFIPIU,NULL,CORE,NULL
SF17XIJR,SFFWGR,NULL,CORE,NULL
SF17XIJR,DNMIGT,1,ELEC,3
SF17XIJR,DNDIKQ,1,ELEC,2
SF17XIJR,DNRPKM,1,ELEC,6
SF17XIJR,DNUBYC,1,ELEC,5
SF17XIJR,DNKCVN,1,ELEC,4
SF17XIJR,DDVQGR,3,ELEC,7
SF17XIJR,DDHMRB,3,ELEC,8
SF17YQTL,SFZGMF,NULL,CORE,NULL
SF17YQTL,SFIPIU,NULL,CORE,NULL
SF17YQTL,SFFWGR,NULL,CORE,NULL
SF17YQTL,DNITCO,2,ELEC,3
SF17YQTL,DNMHEO,2,ELEC,2
SF17YQTL,DNPUEO,2,ELEC,1
SF17YQTL,DNUBYC,2,ELEC,4
SF17YQTL,DDBVFC,4,ELEC,6
SF17YQTL,DDKVSX,4,ELEC,8
SF17YQTL,TJPIKQ,1,ELEC,5
SF17METY,SFZGMF,NULL,CORE,NULL
SF17METY,SFIPIU,NULL,CORE,NULL
SF17METY,SFFWGR,NULL,CORE,NULL
SF17METY,DNMIGT,2,ELEC,10
SF17METY,DNDIKQ,2,ELEC,11
SF17METY,DNITCO,2,ELEC,7
SF17METY,DNMHEO,2,ELEC,8
SF17METY,DNPUEO,2,ELEC,9
SF17METY,DNRPKM,2,ELEC,15
SF17METY,DNUBYC,2,ELEC,12
SF17METY,DNVUSE,2,ELEC,13
SF17METY,DNOENI,10,ELEC,50
SF17METY,DNKCVN,2,ELEC,16
SF17METY,DDWJGG,1,ELEC,3
SF17METY,DDBVFC,1,ELEC,4
SF17METY,DDVQGR,1,ELEC,5
SF17METY,DDHMRB,1,ELEC,1
SF17METY,DDKVSX,1,ELEC,2
SF17LVFO,SFZGMF,NULL,CORE,NULL
SF17LVFO,SFIPIU,NULL,CORE,NULL
SF17LVFO,SFFWGR,NULL,CORE,NULL
SF17LVFO,DNMIGT,2,ELEC,7
SF17LVFO,DNDIKQ,2,ELEC,6
SF17LVFO,DNRPKM,2,ELEC,9
SF17LVFO,DNUBYC,2,ELEC,8
SF17LVFO,DNOENI,10,ELEC,50
SF17LVFO,DNKCVN,2,ELEC,11
SF17LVFO,DDBVFC,1,ELEC,4
SF17LVFO,DDVQGR,1,ELEC,2
SF17LVFO,DDHMRB,1,ELEC,1
SF17LVFO,DDKVSX,1,ELEC,3
SF17LVFO,TJPIKQ,3,ELEC,12
SF17MQCQ,SFZGMF,NULL,CORE,NULL
SF17MQCQ,SFIPIU,NULL,CORE,NULL
SF17MQCQ,SFFWGR,NULL,CORE,NULL
SF17MQCQ,DNMIGT,5,ELEC,8
SF17MQCQ,DNDIKQ,5,ELEC,7
SF17MQCQ,DNITCO,5,ELEC,4
SF17MQCQ,DNMHEO,5,ELEC,5
SF17MQCQ,DNPUEO,5,ELEC,6
SF17MQCQ,DNOENI,10,ELEC,50
SF17MQCQ,DDBVFC,2,ELEC,2
SF17MQCQ,DDHMRB,2,ELEC,3
SF17MQCQ,DDKVSX,2,ELEC,10
SF17MQDU,SFZGMF,NULL,CORE,NULL
SF17MQDU,SFIPIU,NULL,CORE,NULL
SF17MQDU,SFFWGR,NULL,CORE,NULL
SF17MQDU,DNMIGT,5,ELEC,6
SF17MQDU,DNDIKQ,5,ELEC,5
SF17MQDU,DDBVFC,2,ELEC,2
SF17MQDU,DDVQGR,2,ELEC,4
SF17MQDU,DDHMRB,2,ELEC,3
SF17VEHO,SFZGMF,NULL,CORE,NULL
SF17VEHO,SFIPIU,NULL,CORE,NULL
SF17VEHO,SFFWGR,NULL,CORE,NULL
SF17VEHO,SFMUVI,5,ELEC,8
SF17VEHO,DNMIGT,4,ELEC,5
SF17VEHO,DNDIKQ,4,ELEC,4
SF17VEHO,DNUBYC,4,ELEC,7
SF17VEHO,DDBVFC,2,ELEC,3
SF17VEHO,DDHMRB,2,ELEC,2
SF17VEHO,DDKVSX,2,ELEC,6
SF17HYJV,UVGNER,NULL,BACKLOG,NULL
SF17HYJV,SFZGMF,NULL,CORE,NULL
SF17HYJV,SFIPIU,NULL,CORE,NULL
SF17HYJV,SFFWGR,NULL,CORE,NULL
SF17HYJV,DNITCO,0,ELEC,2
SF17HYJV,DNMHEO,0,ELEC,3
SF17HYJV,DNPUEO,0,ELEC,4
SF17HYJV,DDVQGR,0,ELEC,6
SF17HYJV,DDHMRB,0,ELEC,5
SF17HYJV,DDKVSX,0,ELEC,7
SF17HYJV,EIQRRT,NULL,CORE,NULL
SF17EIRX,SFZGMF,NULL,CORE,NULL
SF17EIRX,SFIPIU,NULL,CORE,NULL
SF17EIRX,SFFWGR,NULL,CORE,NULL
SF17EIRX,DNDIKQ,3,ELEC,10
SF17EIRX,DNITCO,3,ELEC,6
SF17EIRX,DNMHEO,3,ELEC,8
SF17EIRX,DNPUEO,3,ELEC,7
SF17EIRX,DNKCVN,3,ELEC,9
SF17EIRX,DDWJGG,2,ELEC,3
SF17EIRX,DDBVFC,2,ELEC,4
SF17EIRX,DDHMRB,2,ELEC,2
SF17EIRX,DDKVSX,2,ELEC,5
SF17PZJF,SFZGMF,NULL,CORE,NULL
SF17PZJF,SFIPIU,NULL,CORE,NULL
SF17PZJF,SFFWGR,NULL,CORE,NULL
SF17PZJF,DNMIGT,3,ELEC,6
SF17PZJF,DNDIKQ,3,ELEC,5
SF17PZJF,DNRPKM,3,ELEC,9
SF17PZJF,DNUBYC,3,ELEC,8
SF17PZJF,DNVUSE,3,ELEC,7
SF17PZJF,DDBVFC,1,ELEC,3
SF17PZJF,DDVQGR,1,ELEC,2
SF17PZJF,DDHMRB,1,ELEC,1
SF17TAKV,SFZGMF,NULL,CORE,NULL
SF17TAKV,SFIPIU,NULL,CORE,NULL
SF17TAKV,SFFWGR,NULL,CORE,NULL
SF17TAKV,DNMIGT,4,ELEC,8
SF17TAKV,DNDIKQ,4,ELEC,7
SF17TAKV,DNRPKM,4,ELEC,9
SF17TAKV,DNUBYC,4,ELEC,14
SF17TAKV,DNVUSE,4,ELEC,13
SF17TAKV,DNOENI,10,ELEC,50
SF17TAKV,DNJNPL,4,ELEC,10
SF17TAKV,DNKCVN,4,ELEC,11
SF17TAKV,DDWJGG,1,ELEC,4
SF17TAKV,DDBVFC,1,ELEC,5
SF17TAKV,DDVQGR,1,ELEC,6
SF17TAKV,DDHMRB,1,ELEC,3
SF17TAKV,DDKVSX,1,ELEC,2
SF17BRUQ,SFZGMF,NULL,CORE,NULL
SF17BRUQ,SFIPIU,NULL,CORE,NULL
SF17BRUQ,SFFWGR,NULL,CORE,NULL
SF17BRUQ,DNMIGT,0,ELEC,8
SF17BRUQ,DNDIKQ,0,ELEC,7
SF17BRUQ,DNITCO,0,ELEC,10
SF17BRUQ,DNRPKM,0,ELEC,11
SF17BRUQ,DNJNPL,0,ELEC,9
SF17BRUQ,DDWJGG,0,ELEC,6
SF17BRUQ,DDBVFC,0,ELEC,5
SF17BRUQ,DDVQGR,0,ELEC,2
SF17BRUQ,DDHMRB,0,ELEC,4
SF17BRUQ,DDKVSX,0,ELEC,3
SF17FZVF,SFZGMF,NULL,CORE,NULL
SF17FZVF,SFIPIU,NULL,CORE,NULL
SF17FZVF,SFFWGR,NULL,CORE,NULL
SF17FZVF,DNMIGT,1,ELEC,4
SF17FZVF,DNDIKQ,1,ELEC,5
SF17FZVF,DNVUSE,1,ELEC,6
SF17FZVF,DDWJGG,0,ELEC,3
SF17FZVF,DDBVFC,0,ELEC,2
SF17FZVF,DDHMRB,0,ELEC,1
SF17WFEM,SFZGMF,NULL,CORE,NULL
SF17WFEM,SFIPIU,NULL,CORE,NULL
SF17WFEM,SFFWGR,NULL,CORE,NULL
SF17WFEM,DNMIGT,3,ELEC,11
SF17WFEM,DNDIKQ,3,ELEC,10
SF17WFEM,DNITCO,3,ELEC,7
SF17WFEM,DNMHEO,3,ELEC,8
SF17WFEM,DNPUEO,3,ELEC,9
SF17WFEM,DDWJGG,5,ELEC,5
SF17WFEM,DDBVFC,5,ELEC,4
SF17WFEM,DDVQGR,5,ELEC,2
SF17WFEM,DDHMRB,5,ELEC,3
SF17WFEM,DDKVSX,5,ELEC,6
SF17GJHU,SFZGMF,NULL,CORE,NULL
SF17GJHU,SFIPIU,NULL,CORE,NULL
SF17GJHU,DNMIGT,3,ELEC,5
SF17GJHU,DNDIKQ,3,ELEC,6
SF17GJHU,DNRPKM,3,ELEC,7
SF17GJHU,DNUBYC,3,ELEC,1
SF17GJHU,DNVUSE,3,ELEC,4
SF17GJHU,DNOENI,10,ELEC,50
SF17GJHU,DNJNPL,3,ELEC,9
SF17GJHU,DNKCVN,3,ELEC,8
SF17GJHU,TCAYCF,2,ELEC,14
SF17GJHU,DDWJGG,4,ELEC,11
SF17GJHU,DDBVFC,4,ELEC,13
SF17GJHU,DDVQGR,4,ELEC,12
SF17GJHU,DDHMRB,4,ELEC,2
SF17GJHU,DDKVSX,4,ELEC,10
SF17PXWR,SFZGMF,NULL,CORE,NULL
SF17PXWR,SFIPIU,NULL,CORE,NULL
SF17PXWR,SFFWGR,NULL,CORE,NULL
SF17PXWR,DNMIGT,1,ELEC,5
SF17PXWR,DNDIKQ,1,ELEC,4
SF17PXWR,DNUBYC,1,ELEC,7
SF17PXWR,DNKCVN,1,ELEC,6
SF17PXWR,DDVQGR,4,ELEC,2
SF17PXWR,DDHMRB,4,ELEC,3
SF17CXOK,SFZGMF,NULL,CORE,NULL
SF17CXOK,SFIPIU,NULL,CORE,NULL
SF17CXOK,SFFWGR,NULL,CORE,NULL
SF17CXOK,SFMUVI,5,ELEC,2
SF17CXOK,DNITCO,3,ELEC,3
SF17CXOK,DNMHEO,3,ELEC,4
SF17CXOK,DDBVFC,4,ELEC,6
SF17CXOK,DDHMRB,4,ELEC,5
SF17CXOK,DDKVSX,4,ELEC,7
SF17AYFV,PGMRBA,NULL,CORE,NULL
SF17AYFV,SFZGMF,NULL,CORE,NULL
SF17AYFV,SFIPIU,NULL,CORE,NULL
SF17AYFV,SFFWGR,NULL,CORE,NULL
SF17AYFV,DNDIKQ,2,ELEC,2
SF17AYFV,DNVUSE,2,ELEC,4
SF17AYFV,DNOENI,2,ELEC,3
SF17AYFV,DDBVFC,4,ELEC,5
SF17AYFV,DDVQGR,4,ELEC,6
SF17AYFV,DDHMRB,4,ELEC,7
SF17RNMO,SFFWGR,NULL,CORE,NULL
SF17RNMO,DNMIGT,5,ELEC,5
SF17RNMO,DNDIKQ,5,ELEC,6
SF17RNMO,DNKCVN,5,ELEC,4
SF17RNMO,DDVQGR,2,ELEC,3
SF17RNMO,DDHMRB,2,ELEC,2
SF17MNLS,SFZGMF,NULL,CORE,NULL
SF17MNLS,SFIPIU,NULL,CORE,NULL
SF17MNLS,DNITCO,0,ELEC,1
SF17MNLS,DNMHEO,0,ELEC,2
SF17MNLS,DNPUEO,0,ELEC,6
SF17MNLS,DDBVFC,0,ELEC,5
SF17MNLS,DDVQGR,0,ELEC,3
SF17MNLS,DDHMRB,0,ELEC,4
SF17JCEP,SFZGMF,NULL,CORE,NULL
SF17JCEP,SFIPIU,NULL,CORE,NULL
SF17JCEP,SFFWGR,NULL,CORE,NULL
SF17JCEP,DNJNPL,0,ELEC,6
SF17JCEP,DNKCVN,0,ELEC,5
SF17JCEP,DDBVFC,0,ELEC,2
SF17JCEP,DDVQGR,0,ELEC,3
SF17JCEP,DDKVSX,0,ELEC,4
SF17CQXW,SFZGMF,NULL,CORE,NULL
SF17CQXW,SFIPIU,NULL,CORE,NULL
SF17CQXW,SFFWGR,NULL,CORE,NULL
SF17CQXW,DNMIGT,2,ELEC,2
SF17CQXW,DNITCO,2,ELEC,3
SF17CQXW,DNMHEO,2,ELEC,1
SF17CQXW,DDVQGR,1,ELEC,4
SF17CQXW,DDHMRB,1,ELEC,5
SF17MJPI,PGMRBA,NULL,CORE,NULL
SF17MJPI,SFZGMF,NULL,CORE,NULL
SF17MJPI,SFIPIU,NULL,CORE,NULL
SF17MJPI,SFFWGR,NULL,CORE,NULL
SF17MJPI,DNVUSE,0,ELEC,3
SF17MJPI,DNOENI,10,ELEC,50
SF17MJPI,DDWJGG,0,ELEC,4
SF17MJPI,DDBVFC,0,ELEC,5
SF17MJPI,DDHMRB,0,ELEC,6
SF17EDQP,SFZGMF,NULL,CORE,NULL
SF17EDQP,SFIPIU,NULL,CORE,NULL
SF17EDQP,SFFWGR,NULL,CORE,NULL
SF17EDQP,OZSOMQ,4,ELEC,10
SF17EDQP,DNMIGT,2,ELEC,3
SF17EDQP,DNDIKQ,2,ELEC,5
SF17EDQP,DNVUSE,2,ELEC,4
SF17EDQP,DNOENI,10,ELEC,50
SF17EDQP,DDBVFC,3,ELEC,7
SF17EDQP,DDVQGR,3,ELEC,6
SF17EDQP,DDHMRB,3,ELEC,9
SF17EDQP,DDKVSX,3,ELEC,8
SF17EDQP,TJGDMF,4,ELEC,11
SF17MNHD,PGMRBA,NULL,CORE,NULL
SF17MNHD,SFZGMF,NULL,CORE,NULL
SF17MNHD,SFIPIU,NULL,CORE,NULL
SF17MNHD,SFFWGR,NULL,CORE,NULL
SF17MNHD,DNVUSE,1,ELEC,2
SF17MNHD,DNOENI,10,ELEC,50
SF17MNHD,DDVQGR,2,ELEC,4
SF17MNHD,DDHMRB,2,ELEC,3
SF17ACHZ,SFZGMF,NULL,CORE,NULL
SF17ACHZ,SFIPIU,NULL,CORE,NULL
SF17ACHZ,SFFWGR,NULL,CORE,NULL
SF17ACHZ,DNMIGT,5,ELEC,3
SF17ACHZ,DNDIKQ,5,ELEC,2
SF17ACHZ,DNITCO,5,ELEC,4
SF17ACHZ,DNMHEO,5,ELEC,5
SF17ACHZ,DNPUEO,5,ELEC,6
SF17ACHZ,DDBVFC,1,ELEC,9
SF17ACHZ,DDVQGR,1,ELEC,8
SF17ACHZ,DDHMRB,1,ELEC,7
SF17ECCM,SFZGMF,NULL,CORE,NULL
SF17ECCM,SFIPIU,NULL,CORE,NULL
SF17ECCM,SFFWGR,NULL,CORE,NULL
SF17ECCM,DNMIGT,2,ELEC,5
SF17ECCM,DNITCO,2,ELEC,2
SF17ECCM,DNMHEO,2,ELEC,4
SF17ECCM,DNPUEO,2,ELEC,3
SF17ECCM,DNRPKM,2,ELEC,11
SF17ECCM,DNUBYC,2,ELEC,9
SF17ECCM,DNVUSE,2,ELEC,8
SF17ECCM,DNOENI,10,ELEC,50
SF17ECCM,DNJNPL,2,ELEC,10
SF17ECCM,DNKCVN,2,ELEC,7
SF17ECCM,DDWJGG,3,ELEC,16
SF17ECCM,DDBVFC,3,ELEC,15
SF17ECCM,DDVQGR,3,ELEC,13
SF17ECCM,DDHMRB,3,ELEC,12
SF17ECCM,DDKVSX,3,ELEC,14
SF17RJUN,SFZGMF,NULL,CORE,NULL
SF17RJUN,SFIPIU,NULL,CORE,NULL
SF17RJUN,SFFWGR,NULL,CORE,NULL
SF17RJUN,DNMIGT,1,ELEC,5
SF17RJUN,DNDIKQ,1,ELEC,4
SF17RJUN,DNUBYC,1,ELEC,6
SF17RJUN,DNKCVN,1,ELEC,7
SF17RJUN,DDVQGR,3,ELEC,2
SF17RJUN,DDHMRB,3,ELEC,3
SF17PYYE,SFZGMF,NULL,CORE,NULL
SF17PYYE,SFIPIU,NULL,CORE,NULL
SF17PYYE,SFFWGR,NULL,CORE,NULL
SF17PYYE,DNUBYC,4,ELEC,8
SF17PYYE,DNVUSE,4,ELEC,6
SF17PYYE,DNOENI,10,ELEC,50
SF17PYYE,DNKCVN,4,ELEC,5
SF17PYYE,DDWJGG,2,ELEC,3
SF17PYYE,DDBVFC,2,ELEC,4
SF17PYYE,DDHMRB,2,ELEC,2
SF17EDNG,UVHSNY,NULL,CORE,NULL
SF17EDNG,SFZGMF,NULL,CORE,NULL
SF17EDNG,SFIPIU,NULL,CORE,NULL
SF17EDNG,SFFWGR,NULL,CORE,NULL
SF17EDNG,DNITCO,2,ELEC,7
SF17EDNG,DNMHEO,2,ELEC,6
SF17EDNG,DNPUEO,2,ELEC,5
SF17EDNG,DNUBYC,2,ELEC,8
SF17EDNG,DDBVFC,1,ELEC,4
SF17EDNG,DDVQGR,1,ELEC,3
SF17EDNG,DDKVSX,1,ELEC,2
SF17UGPV,UVHSNY,NULL,CORE,NULL
SF17UGPV,SFZGMF,NULL,CORE,NULL
SF17UGPV,SFIPIU,NULL,CORE,NULL
SF17UGPV,SFFWGR,NULL,CORE,NULL
SF17UGPV,DNMIGT,0,ELEC,1
SF17UGPV,DNDIKQ,0,ELEC,2
SF17UGPV,DNITCO,0,ELEC,6
SF17UGPV,DNMHEO,0,ELEC,9
SF17UGPV,DNUBYC,0,ELEC,3
SF17UGPV,DDWJGG,0,ELEC,4
SF17UGPV,DDVQGR,0,ELEC,5
SF17UGPV,DDHMRB,0,ELEC,7
SF17TPSH,PGMRBA,NULL,CORE,NULL
SF17TPSH,SFZGMF,NULL,CORE,NULL
SF17TPSH,SFIPIU,NULL,CORE,NULL
SF17TPSH,SFFWGR,NULL,CORE,NULL
SF17TPSH,DNMIGT,2,ELEC,6
SF17TPSH,DNDIKQ,2,ELEC,5
SF17TPSH,DNITCO,2,ELEC,4
SF17TPSH,DNMHEO,2,ELEC,3
SF17TPSH,DNPUEO,2,ELEC,2
SF17TPSH,DNUBYC,2,ELEC,7
SF17TPSH,DDVQGR,4,ELEC,8
SF17BFTH,UVHSNY,NULL,CORE,NULL
SF17BFTH,UFEENI,0,ELEC,3
SF17BFTH,SFZGMF,NULL,CORE,NULL
SF17BFTH,SFIPIU,NULL,CORE,NULL
SF17BFTH,SFFWGR,NULL,CORE,NULL
SF17BFTH,DNUBYC,0,ELEC,4
SF17BFTH,DDWJGG,0,ELEC,2
SF17SNVH,XMJIBU,NULL,CORE,NULL
SF17SNVH,SFZGMF,NULL,CORE,NULL
SF17SNVH,SFIPIU,NULL,CORE,NULL
SF17SNVH,SFFWGR,NULL,CORE,NULL
SF17SNVH,DDWJGG,2,ELEC,6
SF17SNVH,DDBVFC,2,ELEC,5
SF17SNVH,DDVQGR,2,ELEC,2
SF17SNVH,DDHMRB,2,ELEC,4
SF17SNVH,DDKVSX,2,ELEC,3
SF17GGUF,XMJIBU,NULL,CORE,NULL
SF17GGUF,SFZGMF,NULL,CORE,NULL
SF17GGUF,SFIPIU,NULL,CORE,NULL
SF17GGUF,SFFWGR,NULL,CORE,NULL
SF17GGUF,TCAYCF,4,ELEC,4
SF17GGUF,DDVQGR,2,ELEC,2
SF17GGUF,DDHMRB,2,ELEC,3
SF17NJVE,SFXKJX,4,ELEC,7
SF17NJVE,SFZGMF,NULL,CORE,NULL
SF17NJVE,SFIPIU,NULL,CORE,NULL
SF17NJVE,SFFWGR,NULL,CORE,NULL
SF17NJVE,DNUBYC,2,ELEC,4
SF17NJVE,DNVUSE,2,ELEC,5
SF17NJVE,DNOENI,10,ELEC,50
SF17NJVE,DDHMRB,1,ELEC,1
SF17NJVE,DDKVSX,1,ELEC,2
SF17QKDU,SFZGMF,NULL,CORE,NULL
SF17QKDU,SFIPIU,NULL,CORE,NULL
SF17QKDU,SFFWGR,NULL,CORE,NULL
SF17QKDU,DNMIGT,2,ELEC,4
SF17QKDU,DNITCO,2,ELEC,6
SF17QKDU,DNMHEO,2,ELEC,7
SF17QKDU,DNPUEO,2,ELEC,8
SF17QKDU,DNJNPL,2,ELEC,5
SF17QKDU,DDWJGG,4,ELEC,3
SF17QKDU,DDHMRB,4,ELEC,2
SF17BUXY,SFZGMF,NULL,CORE,NULL
SF17BUXY,SFIPIU,NULL,CORE,NULL
SF17BUXY,SFFWGR,NULL,CORE,NULL
SF17BUXY,DNMIGT,5,ELEC,6
SF17BUXY,DNDIKQ,5,ELEC,5
SF17BUXY,DNUBYC,5,ELEC,4
SF17BUXY,DDVQGR,1,ELEC,3
SF17BUXY,DDHMRB,1,ELEC,2
SF17ITSR,SFZGMF,NULL,CORE,NULL
SF17ITSR,SFIPIU,NULL,CORE,NULL
SF17ITSR,SFFWGR,NULL,CORE,NULL
SF17ITSR,DNMIGT,3,ELEC,5
SF17ITSR,DNDIKQ,3,ELEC,6
SF17ITSR,DNITCO,3,ELEC,8
SF17ITSR,DNMHEO,3,ELEC,9
SF17ITSR,DNPUEO,3,ELEC,10
